RptNo,RptName,StatCourseNo,StatCourseName,DataDate,PlaceNo,PlaceName,PeriodNo,PeriodName,Complex1,ComplexName,Complex2,Complex2Name,Complex3,Complex3Name,Complex4,Complex4Name,Complex5,Complex5Name,DeriveNo,DeriveExplain,FValue,SValue,RptDeptNo,RptDeptName,CreateTime,ModifyTime
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000201,普通科,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000201,普通科,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000201,普通科,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000201,普通科,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,4,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,4,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000203,綜合高中,9900100001,男,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000203,綜合高中,9900100001,男,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000203,綜合高中,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000203,綜合高中,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000204,實用技能學程,9900100001,男,0,,0,,0,,2,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000204,實用技能學程,9900100001,男,0,,0,,0,,2,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000204,實用技能學程,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000204,實用技能學程,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000703,高級中等進修學校,9900100001,男,0,,0,,0,,7,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000703,高級中等進修學校,9900100001,男,0,,0,,0,,7,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000703,高級中等進修學校,9900100002,女,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000202,礦業及土石採取業,230310000703,高級中等進修學校,9900100002,女,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000201,普通科,9900100001,男,0,,0,,0,,12,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000201,普通科,9900100001,男,0,,0,,0,,12,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000201,普通科,9900100002,女,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000201,普通科,9900100002,女,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,164,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,164,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,37,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,37,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000203,綜合高中,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000203,綜合高中,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000203,綜合高中,9900100002,女,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000203,綜合高中,9900100002,女,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000204,實用技能學程,9900100001,男,0,,0,,0,,47,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000204,實用技能學程,9900100001,男,0,,0,,0,,47,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000204,實用技能學程,9900100002,女,0,,0,,0,,12,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000204,實用技能學程,9900100002,女,0,,0,,0,,12,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000703,高級中等進修學校,9900100001,男,0,,0,,0,,188,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000703,高級中等進修學校,9900100001,男,0,,0,,0,,188,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000703,高級中等進修學校,9900100002,女,0,,0,,0,,44,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000203,製造業,230310000703,高級中等進修學校,9900100002,女,0,,0,,0,,44,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000201,普通科,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000201,普通科,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000201,普通科,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000201,普通科,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,11,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,11,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000203,綜合高中,9900100001,男,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000203,綜合高中,9900100001,男,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000203,綜合高中,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000203,綜合高中,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000204,實用技能學程,9900100001,男,0,,0,,0,,4,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000204,實用技能學程,9900100001,男,0,,0,,0,,4,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000204,實用技能學程,9900100002,女,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000204,實用技能學程,9900100002,女,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000703,高級中等進修學校,9900100001,男,0,,0,,0,,15,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000703,高級中等進修學校,9900100001,男,0,,0,,0,,15,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000703,高級中等進修學校,9900100002,女,0,,0,,0,,6,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000204,電力及燃氣供應業,230310000703,高級中等進修學校,9900100002,女,0,,0,,0,,6,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000205,用水供應及污染整治業,230310000201,普通科,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000205,用水供應及污染整治業,230310000201,普通科,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000205,用水供應及污染整治業,230310000201,普通科,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000205,用水供應及污染整治業,230310000201,普通科,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000205,用水供應及污染整治業,230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000205,用水供應及污染整治業,230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000205,用水供應及污染整治業,230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000205,用水供應及污染整治業,230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000205,用水供應及污染整治業,230310000203,綜合高中,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000205,用水供應及污染整治業,230310000203,綜合高中,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000205,用水供應及污染整治業,230310000203,綜合高中,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000205,用水供應及污染整治業,230310000203,綜合高中,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000205,用水供應及污染整治業,230310000204,實用技能學程,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000205,用水供應及污染整治業,230310000204,實用技能學程,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:33
