RptNo,RptName,StatCourseNo,StatCourseName,DataDate,PlaceNo,PlaceName,PeriodNo,PeriodName,Complex1,ComplexName,Complex2,Complex2Name,Complex3,Complex3Name,Complex4,Complex4Name,Complex5,Complex5Name,DeriveNo,DeriveExplain,FValue,SValue,RptDeptNo,RptDeptName,CreateTime,ModifyTime
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000201,普通科,9900100001,男,0,,0,,0,,6090,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000201,普通科,9900100001,男,0,,0,,0,,6090,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000201,普通科,9900100002,女,0,,0,,0,,6032,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000201,普通科,9900100002,女,0,,0,,0,,6032,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,7932,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,7932,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000203,綜合高中,9900100002,女,0,,0,,0,,844,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000204,實用技能學程,9900100001,男,0,,0,,0,,218,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000204,實用技能學程,9900100001,男,0,,0,,0,,218,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000203,綜合高中,9900100002,女,0,,0,,0,,844,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,7638,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,7638,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000203,綜合高中,9900100001,男,0,,0,,0,,746,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000203,綜合高中,9900100001,男,0,,0,,0,,746,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000703,高級中等進修學校,9900100002,女,0,,0,,0,,433,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000201,普通科,9900100001,男,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000201,普通科,9900100001,男,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000204,實用技能學程,9900100002,女,0,,0,,0,,348,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000204,實用技能學程,9900100002,女,0,,0,,0,,348,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000703,高級中等進修學校,9900100001,男,0,,0,,0,,407,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000703,高級中等進修學校,9900100001,男,0,,0,,0,,407,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000101,大學校院(大學),230310000703,高級中等進修學校,9900100002,女,0,,0,,0,,433,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000201,普通科,9900100002,女,0,,0,,0,,3,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000201,普通科,9900100002,女,0,,0,,0,,3,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,41,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,41,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,54,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,54,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000203,綜合高中,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000203,綜合高中,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000203,綜合高中,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000203,綜合高中,9900100002,女,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000204,實用技能學程,9900100001,男,0,,0,,0,,9,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000204,實用技能學程,9900100001,男,0,,0,,0,,9,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000204,實用技能學程,9900100002,女,0,,0,,0,,6,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000204,實用技能學程,9900100002,女,0,,0,,0,,6,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000703,高級中等進修學校,9900100001,男,0,,0,,0,,43,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000703,高級中等進修學校,9900100001,男,0,,0,,0,,43,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000703,高級中等進修學校,9900100002,女,0,,0,,0,,50,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000102,專科學校(二專),230310000703,高級中等進修學校,9900100002,女,0,,0,,0,,50,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000201,普通科,9900100001,男,0,,0,,0,,134,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000201,普通科,9900100001,男,0,,0,,0,,134,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000201,普通科,9900100002,女,0,,0,,0,,31,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000201,普通科,9900100002,女,0,,0,,0,,31,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,103,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,103,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,38,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,38,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000203,綜合高中,9900100001,男,0,,0,,0,,6,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000203,綜合高中,9900100001,男,0,,0,,0,,6,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000203,綜合高中,9900100002,女,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000203,綜合高中,9900100002,女,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000204,實用技能學程,9900100001,男,0,,0,,0,,5,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000204,實用技能學程,9900100001,男,0,,0,,0,,5,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000204,實用技能學程,9900100002,女,0,,0,,0,,5,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000204,實用技能學程,9900100002,女,0,,0,,0,,5,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000703,高級中等進修學校,9900100001,男,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000703,高級中等進修學校,9900100001,男,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000703,高級中等進修學校,9900100002,女,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000103,軍警學校,230310000703,高級中等進修學校,9900100002,女,0,,0,,0,,1,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000105,國外、大陸學校,230310000201,普通科,9900100001,男,0,,0,,0,,104,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000105,國外、大陸學校,230310000201,普通科,9900100001,男,0,,0,,0,,104,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000105,國外、大陸學校,230310000201,普通科,9900100002,女,0,,0,,0,,107,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000105,國外、大陸學校,230310000201,普通科,9900100002,女,0,,0,,0,,107,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000105,國外、大陸學校,230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,10,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000105,國外、大陸學校,230310000202,專業群科(職業科),9900100001,男,0,,0,,0,,10,,387040000E,教育局,2016/12/15 下午 06:27:36,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000105,國外、大陸學校,230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,22,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000105,國外、大陸學校,230310000202,專業群科(職業科),9900100002,女,0,,0,,0,,22,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000105,國外、大陸學校,230310000203,綜合高中,9900100001,男,0,,0,,0,,10,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000105,國外、大陸學校,230310000203,綜合高中,9900100001,男,0,,0,,0,,10,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000105,國外、大陸學校,230310000203,綜合高中,9900100002,女,0,,0,,0,,21,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000105,國外、大陸學校,230310000203,綜合高中,9900100002,女,0,,0,,0,,21,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000105,國外、大陸學校,230310000204,實用技能學程,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:32
10414-00-01-2,臺中市高級中等學校應屆畢業生升學就業概況,1041400a003,高級中等學校應屆畢業生升學就業概況-畢業生(單位:人),2014/8/1 上午 12:00:00,010000066000,臺中市,S,學年,230220000105,國外、大陸學校,230310000204,實用技能學程,9900100001,男,0,,0,,0,,0,,387040000E,教育局,2016/12/15 下午 06:27:37,2017/3/9 下午 01:20:32
